;word;synonim
8528;предсказание;['пророчество', 'прогноз', 'предвозвестие', 'ясновидение', 'предвещание']
8529;прижиматься;[]
8530;проклятие;['осуждение', 'наказание', 'анафема', 'херем', 'шаммата']
8531;пронизать;[]
8532;просматриваться;[]
8533;разрушительный;['губительный', 'пагубный', 'разорительный', 'уничтожающий', 'гибельный']
8534;рассеянно;['вполслуха', 'невнимательно', 'забывчиво', 'несобранно', 'вполуха']
8535;реформатор;['преобразователь', 'реформист', 'реорганизатор', 'иррационально']
8536;сверкающий;['пылающий', 'блещущий', 'блистающий', 'горящий', 'звездистый']
8537;светофор;['семафор', 'синяк', 'пижон']
8538;следование;['руководствование', 'соблюдение', 'движение', 'приверженность', 'подражание']
8539;слушание;['разбирательство', 'выслушивание', 'процесс', 'заслушивание', 'прослушивание']
8540;снайпер;['стрелок', 'кукушка']
8541;совокупный;['общий', 'объединенный', 'общностный', 'соединенный', 'совместный']
8542;спасатель;['авиаспасатель', 'горноспасатель', 'газоспасатель', 'судно', 'дырочник']
8543;спровоцировать;[]
